301.07,279.58,0,0,-68.741,-9.8091,11.679,0,0
336.45,0,0,0,-8.556,14.989,0,0,0
335.95,304.2,0,0,-8.3318,15.717,47.468,0,0
293.78,271.19,0,0,-74.266,-8.0412,14.541,0,0
213.24,171.84,153.89,0,151.99,-61.256,-19.856,-1.9008,0
224.72,171.95,151.52,0,154.72,-70.001,-17.228,3.2033,0
333.41,301.47,267.97,0,-11.132,15.458,47.393,80.901,0
334.28,303.28,0,0,-9.9178,15.802,46.799,0,0
211.52,174.14,154.31,0,153.48,-58.039,-20.658,-0.82977,0
201.69,174.08,156.95,0,152.97,-48.72,-21.118,-3.9826,0
287.34,259.29,0,0,-86.27,-13.61,14.435,0,0
297.04,334.82,0,0,-10.386,52.576,14.795,0,0
307.84,336.81,0,0,-10.877,41.282,12.316,0,0
331.71,299.59,266.19,0,-9.7609,18.533,50.648,84.052,0
329.55,293.86,260.2,0,-9.3156,21.131,56.825,90.489,0
